yearID,franchID,lgID,divID,parkID,lgIDST,parkIDST,teamName,location,nickname,teamAbrFG,teamAbrBR,teamAbrLahman,teamAbrLahman45,teamAbrRetro,teamAbrMLB,teamCodeMLB
1888,65,NL,,DET01,,,Detroit Wolverines,Detroit,Wolverines,DET,DTN,DTN,DTN,DTN,DET,dtn
1888,66,AA,,BAL03,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BL2,BL2,BL2,BAL,bl2
1888,67,AA,,LOU02,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS2,LS2,LS2,LOU,ls2
1888,68,AA,,PHI01,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PH4,PH4,PH4,PHA,ph4
1888,88,NL,,WAS05,,,Washington Nationals,Washington,Nationals,WAS,WHS,WS8,WS8,WS8,WAS,ws8
1888,89,AA,,CLE03,,,Cleveland Blues,Cleveland,Blues,CLE,CLE,CL3,CL3,CL3,CLE,cl3
1888,90,NL,,IND05,,,Indianapolis Hoosiers,Indianapolis,Hoosiers,IND,IND,IN3,IN3,IN3,IND,in3
1888,91,AA,,KAN02,,,Kansas City Cowboys,Kansas City,Cowboys,KCC,KCC,KC2,KC2,KC2,KC,kc2
1889,1,NL,,BOS03,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1889,2,NL,,CHI06,,,Chicago White Stockings,Chicago,White Stockings,CHI,CHC,CHN,CHN,CHN,CHI,chn
1889,3,AA,,CIN04,,,Cincinnati Red Stockings,Cincinnati,Red Stockings,CIN,CIN,CN2,CN2,CN2,CIN,cn2
1889,4,NL,,PIT04,,,Pittsburgh Alleghenys,Pittsburgh,Alleghenys,PIT,PIT,PIT,PIT,PIT,PIT,pit
1889,5,AA,,STL03,,,St. Louis Browns,St. Louis,Browns,STL,STL,SL4,SL4,SL4,STL,sl6
1889,6,NL,,PHI06,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1889,7,NL,,NYC09,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1889,8,AA,,NYC08,,,Brooklyn Bridegrooms,Brooklyn,Bridegrooms,BRO,BRO,BR3,BR3,BR3,BRO,br3
1889,66,AA,,BAL06,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BL2,BL2,BL2,BAL,bl2
1889,67,AA,,LOU02,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS2,LS2,LS2,LOU,ls2
1889,68,AA,,PHI01,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PH4,PH4,PH4,PHA,ph4
1889,88,NL,,WAS05,,,Washington Nationals,Washington,Nationals,WAS,WHS,WS8,WS8,WS8,WAS,ws8
1889,89,NL,,CLE03,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1889,90,NL,,IND05,,,Indianapolis Hoosiers,Indianapolis,Hoosiers,IND,IND,IN3,IN3,IN3,IND,in3
1889,91,AA,,KAN03,,,Kansas City Cowboys,Kansas City,Cowboys,KCC,KCC,KC2,KC2,KC2,KC,kc2
1889,92,AA,,COL02,,,Columbus Solons,Columbus,Solons,COL,COL,CL6,CL6,CL6,COL,cl6
1890,1,NL,,BOS03,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1890,2,NL,,CHI06,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1890,3,NL,,CIN04,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1890,4,NL,,PIT04,,,Pittsburgh Alleghenys,Pittsburgh,Alleghenys,PIT,PIT,PIT,PIT,PIT,PIT,pit
1890,5,AA,,STL03,,,St. Louis Browns,St. Louis,Browns,STL,STL,SL4,SL4,SL4,STL,sl6
1890,6,NL,,PHI06,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1890,7,NL,,NYC09,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1890,8,NL,,NYC08,,,Brooklyn Bridegrooms,Brooklyn,Bridegrooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1890,66,AA,,BAL06,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BL3,BL3,BL3,BAL,bl3
1890,67,AA,,LOU02,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS2,LS2,LS2,LOU,ls2
1890,68,AA,,PHI01,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PH4,PH4,PH4,PHA,ph4
1890,89,NL,,CLE03,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1890,92,AA,,COL02,,,Columbus Solons,Columbus,Solons,COL,COL,CL6,CL6,CL6,COL,cl6
1890,93,PL,,BUF03,,,Buffalo Bisons,Buffalo,Bisons,BUF,BUF,BFP,BFP,BFP,BUF,bfp
1890,94,AA,,NYC18,,,Brooklyn Gladiators,Brooklyn,Gladiators,BKG,BRG,BR4,BR4,BR4,BKG,br4
1890,95,PL,,BOS04,,,Boston Reds,Boston,Reds,BSR,BOS,BSP,BSP,BSP,BSR,bsp
1890,96,PL,,NYC11,,,Brooklyn Ward's Wonders,Brooklyn,Ward's Wonders,BKW,BWW,BRP,BRP,BRP,BKW,brp
1890,97,PL,,CHI07,,,Chicago Pirates,Chicago,Pirates,CPI,CHI,CHP,CHP,CHP,CPI,chp
1890,98,PL,,CLE04,,,Cleveland Infants,Cleveland,Infants,CLI,CLE,CLP,CLP,CLP,CLI,clp
1890,99,PL,,NYC10,,,New York Giants,New York,Giants,NYK,NYI,NYP,NYP,NYP,NYK,nyp
1890,100,PL,,PIT05,,,Pittsburgh Burghers,Pittsburgh,Burghers,PBU,PBB,PTP,PTP,PTP,PBU,ptp
1890,101,PL,,PHI07,,,Philadelphia Athletics,Philadelphia,Athletics,PHQ,PHQ,PHP,PHP,PHP,PHQ,php
1890,102,AA,,ROC01,,,Rochester Broncos,Rochester,Broncos,RCH,ROC,RC2,RC2,RC2,RCH,rc2
1890,103,AA,,SYR02,,,Syracuse Stars,Syracuse,Stars,SYR,SYR,SR2,SR2,SR2,SYR,sr2
1890,104,AA,,TOL03,,,Toledo Maumees,Toledo,Maumees,TOL,TOL,TL2,TL2,TL2,TOL,tl2
1891,1,NL,,BOS03,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1891,2,NL,,CHI07,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1891,3,NL,,CIN04,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1891,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1891,5,AA,,STL03,,,St. Louis Browns,St. Louis,Browns,STL,STL,SL4,SL4,SL4,STL,sl6
1891,6,NL,,PHI06,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1891,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1891,8,NL,,NYC11,,,Brooklyn Grooms,Brooklyn,Grooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1891,66,AA,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BAL,BL3,BL3,BL3,BAL,bl3
1891,67,AA,,LOU02,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS2,LS2,LS2,LOU,ls2
1891,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1891,92,AA,,COL02,,,Columbus Solons,Columbus,Solons,COL,COL,CL6,CL6,CL6,COL,cl6
1891,95,AA,,BOS04,,,Boston Reds,Boston,Reds,BSR,BOS,BS2,BS2,BS2,BSR,bs2
1891,101,AA,,PHI07,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PH4,PH4,PH4,PHA,ph4
1891,105,AA,,PEN01,,,Cincinnati Kelly's Killers,Cincinnati,Kelly's Killers,CKE,CKK,CN3,CN3,CN3,CKE,cn3
1891,106,AA,,MIL03,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MIL,ML3,ML3,ML3,MIL,ml3
1891,107,AA,,WAS06,,,Washington Statesmen,Washington,Statesmen,WAS,WAS,WS9,WS9,WS9,WAS,ws9
1892,1,NL,,BOS03,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1892,2,NL,,CHI07,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1892,3,NL,,CIN04,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1892,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1892,5,NL,,STL03,,,St. Louis Browns,St. Louis,Browns,STL,STL,SLN,SLN,SLN,STL,sln
1892,6,NL,,PHI06,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1892,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1892,8,NL,,NYC11,,,Brooklyn Grooms,Brooklyn,Grooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1892,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1892,67,NL,,LOU02,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1892,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1892,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1893,1,NL,,BOS03,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1893,2,NL,,CHI08,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1893,3,NL,,CIN04,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1893,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1893,5,NL,,STL05,,,St. Louis Browns,St. Louis,Browns,STL,STL,SLN,SLN,SLN,STL,sln
1893,6,NL,,PHI06,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1893,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1893,8,NL,,NYC11,,,Brooklyn Grooms,Brooklyn,Grooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1893,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1893,67,NL,,LOU03,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1893,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1893,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1894,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1894,2,NL,,CHI08,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1894,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1894,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1894,5,NL,,STL05,,,St. Louis Browns,St. Louis,Browns,STL,STL,SLN,SLN,SLN,STL,sln
1894,6,NL,,PHI06,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1894,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1894,8,NL,,NYC11,,,Brooklyn Grooms,Brooklyn,Grooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1894,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1894,67,NL,,LOU03,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1894,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1894,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1895,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1895,2,NL,,CHI08,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1895,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1895,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1895,5,NL,,STL05,,,St. Louis Browns,St. Louis,Browns,STL,STL,SLN,SLN,SLN,STL,sln
1895,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1895,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1895,8,NL,,NYC11,,,Brooklyn Grooms,Brooklyn,Grooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1895,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1895,67,NL,,LOU03,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1895,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1895,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1896,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1896,2,NL,,CHI08,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1896,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1896,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1896,5,NL,,STL05,,,St. Louis Browns,St. Louis,Browns,STL,STL,SLN,SLN,SLN,STL,sln
1896,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1896,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1896,8,NL,,NYC11,,,Brooklyn Bridegrooms,Brooklyn,Bridegrooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1896,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1896,67,NL,,LOU03,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1896,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1896,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1897,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1897,2,NL,,CHI08,,,Chicago Colts,Chicago,Colts,CHI,CHC,CHN,CHN,CHN,CHI,chn
1897,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1897,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1897,5,NL,,STL05,,,St. Louis Browns,St. Louis,Browns,STL,STL,SLN,SLN,SLN,STL,sln
1897,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1897,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1897,8,NL,,NYC11,,,Brooklyn Bridegrooms,Brooklyn,Bridegrooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1897,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1897,67,NL,,LOU03,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1897,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1897,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1898,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1898,2,NL,,CHI08,,,Chicago Orphans,Chicago,Orphans,CHI,CHC,CHN,CHN,CHN,CHI,chn
1898,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1898,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1898,5,NL,,STL05,,,St. Louis Browns,St. Louis,Browns,STL,STL,SLN,SLN,SLN,STL,sln
1898,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1898,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1898,8,NL,,NYC12,,,Brooklyn Bridegrooms,Brooklyn,Bridegrooms,BRO,BRO,BRO,BRO,BRO,BRO,bro
1898,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1898,67,NL,,LOU03,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1898,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1898,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1899,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1899,2,NL,,CHI08,,,Chicago Orphans,Chicago,Orphans,CHI,CHC,CHN,CHN,CHN,CHI,chn
1899,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1899,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1899,5,NL,,STL05,,,St. Louis Perfectos,St. Louis,Perfectos,STL,STL,SLN,SLN,SLN,STL,sln
1899,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1899,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1899,8,NL,,NYC12,,,Brooklyn Superbas,Brooklyn,Superbas,BRO,BRO,BRO,BRO,BRO,BRO,bro
1899,66,NL,,BAL07,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLN,BLN,BLN,BLN,BAL,bln
1899,67,NL,,LOU03,,,Louisville Colonels,Louisville,Colonels,LOU,LOU,LS3,LS3,LS3,LOU,ls3
1899,89,NL,,CLE05,,,Cleveland Spiders,Cleveland,Spiders,CLE,CLV,CL4,CL4,CL4,CLE,cl4
1899,107,NL,,WAS06,,,Washington Senators,Washington,Senators,WAS,WHS,WAS,WSN,WSN,WAS,wsn
1900,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1900,2,NL,,CHI08,,,Chicago Orphans,Chicago,Orphans,CHI,CHC,CHN,CHN,CHN,CHI,chn
1900,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1900,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1900,5,NL,,STL05,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1900,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1900,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1900,8,NL,,NYC12,,,Brooklyn Superbas,Brooklyn,Superbas,BRO,BRO,BRO,BRO,BRO,BRO,bro
1901,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1901,2,NL,,CHI08,,,Chicago Orphans,Chicago,Orphans,CHI,CHC,CHN,CHN,CHN,CHI,chn
1901,3,NL,,CIN05,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1901,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1901,5,NL,,STL05,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1901,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1901,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1901,8,NL,,NYC12,,,Brooklyn Superbas,Brooklyn,Superbas,BRO,BRO,BRO,BRO,BRO,BRO,bro
1901,9,AL,,MIL04,,,Milwaukee Brewers,Milwaukee,Brewers,MIL,MLA,MLA,MLA,MLA,MIL,mla
1901,10,AL,,BOS06,,,Boston Americans,Boston,Americans,BOS,BOS,BOS,BOS,BOS,BOS,bos
1901,11,AL,,CHI09,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1901,12,AL,,CLE05,,,Cleveland Blues,Cleveland,Blues,CLE,CLE,CLE,CLE,CLE,CLE,cle
1901,13,AL,,DET02,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1901,14,AL,,WAS07,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1901,15,AL,,PHI10,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1901,108,AL,,BAL09,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLA,BLA,BLA,BLA,BAL,blo
1902,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1902,2,NL,,CHI08,,,Chicago Orphans,Chicago,Orphans,CHI,CHC,CHN,CHN,CHN,CHI,chn
1902,3,NL,,CIN06,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1902,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1902,5,NL,,STL05,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1902,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1902,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1902,8,NL,,NYC12,,,Brooklyn Superbas,Brooklyn,Superbas,BRO,BRO,BRO,BRO,BRO,BRO,bro
1902,9,AL,,STL06,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1902,10,AL,,BOS06,,,Boston Americans,Boston,Americans,BOS,BOS,BOS,BOS,BOS,BOS,bos
1902,11,AL,,CHI09,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1902,12,AL,,CLE05,,,Cleveland Bronchos,Cleveland,Bronchos,CLE,CLE,CLE,CLE,CLE,CLE,cle
1902,13,AL,,DET02,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1902,14,AL,,WAS07,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1902,15,AL,,PHI10,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1902,108,AL,,BAL09,,,Baltimore Orioles,Baltimore,Orioles,BAL,BLA,BLA,BLA,BLA,BAL,blo
1903,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
1903,2,NL,,CHI08,,,Chicago Cubs,Chicago,Cubs,CHC,CHC,CHN,CHN,CHN,CHC,chn
1903,3,NL,,CIN06,,,Cincinnati Reds,Cincinnati,Reds,CIN,CIN,CIN,CIN,CIN,CIN,cin
1903,4,NL,,PIT05,,,Pittsburgh Pirates,Pittsburgh,Pirates,PIT,PIT,PIT,PIT,PIT,PIT,pit
1903,5,NL,,STL05,,,St. Louis Cardinals,St. Louis,Cardinals,STL,STL,SLN,SLN,SLN,STL,sln
1903,6,NL,,PHI09,,,Philadelphia Phillies,Philadelphia,Phillies,PHI,PHI,PHI,PHI,PHI,PHI,phi
1903,7,NL,,NYC10,,,New York Giants,New York,Giants,NYG,NYG,NY1,NY1,NY1,NYG,ny1
1903,8,NL,,NYC12,,,Brooklyn Superbas,Brooklyn,Superbas,BRO,BRO,BRO,BRO,BRO,BRO,bro
1903,9,AL,,STL06,,,St. Louis Browns,St. Louis,Browns,SLB,SLB,SLA,SLA,SLA,SLB,sla
1903,10,AL,,BOS06,,,Boston Americans,Boston,Americans,BOS,BOS,BOS,BOS,BOS,BOS,bos
1903,11,AL,,CHI09,,,Chicago White Sox,Chicago,White Sox,CHW,CHW,CHA,CHA,CHA,CWS,cha
1903,12,AL,,CLE05,,,Cleveland Naps,Cleveland,Naps,CLE,CLE,CLE,CLE,CLE,CLE,cle
1903,13,AL,,DET02,,,Detroit Tigers,Detroit,Tigers,DET,DET,DET,DET,DET,DET,det
1903,14,AL,,WAS07,,,Washington Senators,Washington,Senators,WAS,WSH,WS1,WS1,WS1,WAS,ws1
1903,15,AL,,PHI10,,,Philadelphia Athletics,Philadelphia,Athletics,PHA,PHA,PHA,PHA,PHA,PHA,pha
1903,16,AL,,NYC13,,,New York Highlanders,New York,Highlanders,NYH,NYY,NYA,NYA,NYA,NYH,nya
1904,1,NL,,BOS05,,,Boston Beaneaters,Boston,Beaneaters,BSN,BSN,BSN,BSN,BSN,BSN,bsn
